title,price,manufacturer,category,fuel_type,fiscal_horsepower,transmission,mileage,year,insertion_date,age,price_per_km,price_per_horsepower
Geely GC6,39000.0,Geely,Sedan,Petrol,6.0,Manual,130000.0,2020,2024-02-24,4,0.3,6500.0
Volkswagen Golf 7,60000.0,Volkswagen,City,Petrol,5.0,Manual,85000.0,2016,2024-02-24,8,0.7058823529411765,12000.0
Volkswagen Golf 7,75000.0,Volkswagen,City,Petrol,7.0,Automatic,70000.0,2020,2024-02-24,4,1.0714285714285714,10714.285714285714
Seat Leon,49000.0,Seat,Coupe,Petrol,6.0,Manual,140000.0,2017,2024-02-24,7,0.35,8166.666666666667
BMW Série 3 Luxury,167000.0,BMW,Sedan,Petrol,10.0,Automatic,107000.0,2020,2024-02-04,4,1.560747663551402,16700.0
Mercedes-Benz GLA 200 AMG LINE,187000.0,Mercedes,SUV,Petrol,9.0,Automatic,30200.0,2021,2024-02-04,3,6.19205298013245,20777.777777777777
Ford Escape Eco boost,52000.0,Ford,SUV,Petrol,9.0,Automatic,123000.0,2014,2024-02-04,10,0.42276422764227645,5777.777777777777
Seat Ibiza,30000.0,Seat,City,Petrol,5.0,Manual,180000.0,2011,2024-02-04,13,0.16666666666666666,6000.0
Mercedes-Benz Classe B 160,35000.0,Mercedes,Minivan,Petrol,7.0,Manual,210000.0,201,2024-02-04,1823,0.16666666666666666,5000.0
Nissan Micra,36000.0,Nissan,Compact,Petrol,5.0,Manual,70000.0,2021,2024-02-24,3,0.5142857142857142,7200.0
Land Rover Range Rover Velar,380000.0,Land Rover,SUV,Diesel,15.0,Automatic,50000.0,2021,2024-02-24,3,7.6,25333.333333333332
MG ZS,72000.0,MG,SUV,Petrol,7.0,Automatic,60000.0,2020,2024-02-24,4,1.2,10285.714285714286
KIA Picanto,45000.0,KIA,SUV,Petrol,5.0,Automatic,70000.0,2019,2024-02-24,5,0.6428571428571429,9000.0
BMW Série 3,70000.0,BMW,Sedan,Petrol,9.0,Automatic,163000.0,2013,2024-02-24,11,0.4294478527607362,7777.777777777777
Citroën Berlingo Utilitaire,25000.0,Citroën,Utility,Diesel,5.0,Manual,158000.0,201,2024-02-24,1823,0.15822784810126583,5000.0
BMW Série 4 Coupé,120000.0,BMW,Coupe,Petrol,10.0,Automatic,106000.0,2014,2024-02-24,10,1.1320754716981132,12000.0
BMW Série 4 Coupé,130000.0,BMW,Coupe,Diesel,10.0,Automatic,120000.0,2015,2024-02-24,9,1.0833333333333333,13000.0
Volkswagen Golf 7,63000.0,Volkswagen,Coupe,Petrol,5.0,Manual,98000.0,2018,2024-02-24,6,0.6428571428571429,12600.0
Dacia Dokker Van,30000.0,Dacia,Utility,Diesel,6.0,Manual,155000.0,2019,2024-02-24,5,0.1935483870967742,5000.0
Ford Fiesta,24000.0,Ford,City,Petrol,5.0,Manual,163000.0,2011,2024-02-24,13,0.147239263803681,4800.0
Ford Focus,30000.0,Ford,City,Petrol,6.0,Manual,198000.0,201,2024-02-24,1823,0.15151515151515152,5000.0
Toyota RAV 4,83000.0,Toyota,SUV,Petrol,9.0,Automatic,129000.0,2016,2024-02-08,8,0.6434108527131783,9222.222222222223
Hyundai Santa Fe,188000.0,Hyundai,SUV,Hybrid Petrol,12.0,Automatic,12000.0,2022,2024-02-09,2,15.666666666666666,15666.666666666666
Toyota RAV 4 Hybride SUV,121000.0,Toyota,SUV,Hybrid Petrol,9.0,Automatic,18000.0,2022,2024-02-09,2,6.722222222222222,13444.444444444445
Fiat Doblo,26000.0,Fiat,Utility,Diesel,5.0,Manual,115000.0,2017,2024-02-09,7,0.22608695652173913,5200.0
Renault Clio 4 Life Plus,42000.0,Renault,City,Petrol,5.0,Manual,75000.0,2017,2024-02-09,7,0.56,8400.0
Renault Twingo,29900.0,Renault,City,Petrol,4.0,Manual,80000.0,2013,2024-02-09,11,0.37375,7475.0
Great Wall M4,38700.0,Great Wall,SUV,Petrol,6.0,Manual,88750.0,2017,2024-02-09,7,0.436056338028169,6450.0
Mercedes-Benz Classe B,67500.0,Mercedes,Minivan,Diesel,5.0,Automatic,109000.0,2014,2024-02-09,10,0.6192660550458715,13500.0
Audi A4,51000.0,Audi,Sedan,Diesel,8.0,Automatic,230000.0,2012,2024-02-09,12,0.2217391304347826,6375.0
Renault Kadjar toute option,82000.0,Renault,SUV,Petrol,7.0,Automatic,100000.0,2018,2024-02-09,6,0.82,11714.285714285714
Audi A3 Berline Tsi 1.2,70000.0,Audi,Sedan,Petrol,6.0,Manual,94000.0,2016,2024-02-09,8,0.7446808510638298,11666.666666666666
KIA Sportage,105000.0,KIA,SUV,Petrol,8.0,Automatic,30000.0,2020,2024-02-09,4,3.5,13125.0
Chery Arrizo 3,39000.0,Chery,Sedan,Petrol,6.0,Manual,44000.0,2020,2024-02-02,4,0.8863636363636364,6500.0
Haval H6,85000.0,Haval,SUV,Petrol,9.0,Automatic,66000.0,2019,2024-02-02,5,1.2878787878787878,9444.444444444445
Toyota Yaris Sedan,37000.0,Toyota,Sedan,Petrol,5.0,Manual,177000.0,2019,2024-02-08,5,0.20903954802259886,7400.0
Land Rover Range Rover Sport autobiography,275000.0,Land Rover,SUV,Diesel,16.0,Automatic,95000.0,2017,2024-02-08,7,2.8947368421052633,17187.5
BMW Série 5 kit m,82000.0,BMW,Sedan,Diesel,10.0,Automatic,196000.0,2011,2024-02-08,13,0.41836734693877553,8200.0
Mercedes-Benz Classe C 200d,114000.0,Mercedes,Sedan,Diesel,6.0,Manual,160000.0,2018,2024-02-08,6,0.7125,19000.0
Volkswagen Golf 7 trendline,50000.0,Volkswagen,City,Petrol,5.0,Manual,147000.0,2016,2024-02-08,8,0.3401360544217687,10000.0
Fiat 500 full,42000.0,Fiat,Coupe,Petrol,4.0,Manual,57000.0,2016,2024-02-08,8,0.7368421052631579,10500.0
Mercedes-Benz CLS 250 AMG,91900.0,Mercedes,Sedan,Diesel,11.0,Automatic,265000.0,2013,2024-02-08,11,0.34679245283018867,8354.545454545454
Audi A4 Full option,60000.0,Audi,Sedan,Diesel,8.0,Automatic,219000.0,2014,2024-02-04,10,0.273972602739726,7500.0
Mini 5 portes,60000.0,Mini,City,Petrol,4.0,Automatic,156000.0,2015,2024-02-04,9,0.38461538461538464,15000.0
Ford Focus 1.0 L ECOBOOST,55000.0,Ford,Sedan,Petrol,6.0,Manual,82000.0,2018,2024-02-05,6,0.6707317073170732,9166.666666666666
Volkswagen Polo Sedan,41900.0,Volkswagen,Sedan,Petrol,5.0,Manual,128000.0,2016,2024-02-05,8,0.32734375,8380.0
Peugeot 208 Nouveau,30000.0,Peugeot,City,Petrol,5.0,Manual,90000.0,2017,2024-02-05,7,0.3333333333333333,6000.0
Seat Ibiza Xcellence,65000.0,Seat,City,Petrol,4.0,Manual,29000.0,2021,2024-02-05,3,2.2413793103448274,16250.0
Fiat Doblo,45000.0,Fiat,Utility,Diesel,5.0,Automatic,55000.0,2021,2024-02-05,3,0.8181818181818182,9000.0
KIA Sorento,57000.0,KIA,SUV,Diesel,12.0,Automatic,315000.0,2013,2024-02-05,11,0.18095238095238095,4750.0
Porsche Cayenne GTS,109000.0,Porsche,SUV,Petrol,33.0,Automatic,147000.0,201,2024-02-05,1823,0.7414965986394558,3303.030303030303
Chery Tiggo 7 Pro,82000.0,Chery,SUV,Petrol,9.0,Automatic,35000.0,2022,2024-02-05,2,2.342857142857143,9111.111111111111
Volkswagen Golf 7 1.2 boîte automatique,65000.0,Volkswagen,Coupe,Petrol,6.0,Automatic,48000.0,2018,2024-02-05,6,1.3541666666666667,10833.333333333334
Mercedes-Benz CLA 180 D,107000.0,Mercedes,Sedan,Diesel,5.0,Manual,124600.0,2015,2024-02-05,9,0.8587479935794543,21400.0
Ssangyong Rexton,58000.0,Ssangyong,SUV,Diesel,10.0,Automatic,260000.0,2014,2024-02-26,10,0.2230769230769231,5800.0
Ford Focus,22500.0,Ford,Sedan,Petrol,6.0,Manual,260000.0,2006,2024-02-12,18,0.08653846153846154,3750.0
BMW Série 3,183000.0,BMW,Sedan,Petrol,9.0,Automatic,70000.0,2021,2024-02-26,3,2.6142857142857143,20333.333333333332
BMW Série 3,160000.0,BMW,Sedan,Petrol,10.0,Automatic,97000.0,2020,2024-02-26,4,1.6494845360824741,16000.0
KIA XCeed,112000.0,KIA,Compact,Petrol,9.0,Automatic,15000.0,2022,2024-02-26,2,7.466666666666667,12444.444444444445
KIA Sportage GT LINE,118000.0,KIA,Other,Petrol,7.0,Automatic,67000.0,2019,2024-02-26,5,1.7611940298507462,16857.14285714286
KIA Picanto,56500.0,KIA,Other,Petrol,4.0,Automatic,5000.0,2023,2024-02-26,1,11.3,14125.0
Mercedes-Benz Classe C,108000.0,Mercedes,Sedan,Petrol,8.0,Automatic,139000.0,2016,2024-02-26,8,0.7769784172661871,13500.0
Mercedes-Benz ML,110000.0,Mercedes,SUV,Diesel,12.0,Automatic,231000.0,201,2024-02-26,1823,0.47619047619047616,9166.666666666666
Land Rover Range Rover Sport,240000.0,Land Rover,SUV,Diesel,19.0,Automatic,114000.0,2015,2024-02-26,9,2.1052631578947367,12631.578947368422
Mercedes-Benz Classe C,120000.0,Mercedes,Sedan,Diesel,9.0,Automatic,130000.0,2014,2024-02-26,10,0.9230769230769231,13333.333333333334
KIA Sportage,115000.0,KIA,SUV,Petrol,11.0,Automatic,93000.0,2019,2024-02-26,5,1.2365591397849462,10454.545454545454
BMW Série 6 630i,90000.0,BMW,Coupe,Petrol,17.0,Automatic,170000.0,2009,2024-02-03,15,0.5294117647058824,5294.117647058823
Volkswagen Passat BLUE MOTION,68000.0,Volkswagen,Sedan,Petrol,7.0,Manual,130000.0,2016,2024-02-03,8,0.5230769230769231,9714.285714285714
KIA Sportage Crdi 1.7 diesel premium bvm,91000.0,KIA,SUV,Diesel,6.0,Manual,75600.0,2019,2024-02-03,5,1.2037037037037037,15166.666666666666
Peugeot 3008,88000.0,Peugeot,Sedan,Diesel,6.0,Automatic,130000.0,2017,2024-02-04,7,0.676923076923077,14666.666666666666
Volkswagen Golf 7,56000.0,Volkswagen,Other,Petrol,5.0,Manual,196000.0,2014,2024-02-04,10,0.2857142857142857,11200.0
Ford Focus Titanium,43500.0,Ford,Coupe,Petrol,6.0,Manual,140000.0,2016,2024-02-04,8,0.3107142857142857,7250.0
Renault Captur,55000.0,Renault,SUV,Petrol,5.0,Manual,92000.0,2019,2024-02-04,5,0.5978260869565217,11000.0
KIA Rio 5p Sx,57000.0,KIA,City,Petrol,5.0,Manual,26000.0,2019,2024-02-26,5,2.1923076923076925,11400.0
Skoda Octavia,47000.0,Skoda,Sedan,Petrol,6.0,Automatic,160000.0,2017,2024-02-26,7,0.29375,7833.333333333333
Mazda MX-5,160000.0,Mazda,Coupe,Petrol,10.0,Automatic,10000.0,2023,2024-02-26,1,16.0,16000.0
Land Rover Range Rover Velar,240000.0,Land Rover,SUV,Petrol,16.0,Automatic,84000.0,2018,2024-02-26,6,2.857142857142857,15000.0
Mercedes-Benz ML,95000.0,Mercedes,SUV,Diesel,15.0,Automatic,110000.0,2009,2024-02-26,15,0.8636363636363636,6333.333333333333
Ford Fiesta,28000.0,Ford,City,Petrol,5.0,Manual,110000.0,2012,2024-02-26,12,0.2545454545454545,5600.0
BMW Série 4 Coupé,135000.0,BMW,Coupe,Petrol,14.0,Automatic,130000.0,2014,2024-02-26,10,1.0384615384615385,9642.857142857143
Hyundai Grand i10 Sedan,52000.0,Hyundai,Sedan,Petrol,5.0,Manual,20000.0,2022,2024-02-26,2,2.6,10400.0
BMW X1,115000.0,BMW,SUV,Petrol,7.0,Automatic,106000.0,2017,2024-02-26,7,1.0849056603773586,16428.571428571428
Jaguar XF,125000.0,Jaguar,Other,Petrol,15.0,Automatic,160000.0,2014,2024-02-26,10,0.78125,8333.333333333334
BMW X5,46000.0,BMW,Other,Diesel,13.0,Automatic,200000.0,2003,2024-02-26,21,0.23,3538.4615384615386
Ssangyong Korando,85000.0,Ssangyong,SUV,Petrol,9.0,Manual,69000.0,2021,2024-02-26,3,1.2318840579710144,9444.444444444445
Renault Megane Sedan,68500.0,Renault,Sedan,Petrol,7.0,Manual,35000.0,2019,2024-02-12,5,1.957142857142857,9785.714285714286
DS 3 Chromatique,38900.0,DS,Compact,Petrol,5.0,Manual,68400.0,2017,2024-02-12,7,0.5687134502923976,7780.0
Volkswagen Golf 7,65000.0,Volkswagen,City,Petrol,5.0,Manual,99000.0,2018,2024-02-12,6,0.6565656565656566,13000.0
Mercedes-Benz Classe C Kit AMG,60000.0,Mercedes,Sedan,Petrol,9.0,Automatic,210000.0,2009,2024-02-12,15,0.2857142857142857,6666.666666666667
Hyundai i10,36000.0,Hyundai,City,Petrol,5.0,Automatic,131000.0,2018,2024-02-12,6,0.2748091603053435,7200.0
Peugeot 301 Comfort,21000.0,Peugeot,Compact,Petrol,5.0,Manual,180000.0,2014,2024-02-12,10,0.11666666666666667,4200.0
Jeep Renegade Rouge,68000.0,Jeep,SUV,Petrol,6.0,Manual,124000.0,2017,2024-02-12,7,0.5483870967741935,11333.333333333334
Mercedes-Benz Classe C 180 AMG,120000.0,Mercedes,Sedan,Diesel,6.0,Automatic,95000.0,2019,2024-02-12,5,1.263157894736842,20000.0
Renault Megane 2 importé,18000.0,Renault,Sedan,Diesel,5.0,Manual,297000.0,2007,2024-02-12,17,0.06060606060606061,3600.0
Nissan Juke,39500.0,Nissan,Utility,Petrol,7.0,Manual,272000.0,2013,2024-02-12,11,0.14522058823529413,5642.857142857143
Mazda 3 sedan,52000.0,Mazda,Sedan,Petrol,6.0,Manual,120000.0,2017,2024-02-13,7,0.43333333333333335,8666.666666666666
Volkswagen Golf 7 bon etat,40000.0,Volkswagen,Sedan,Petrol,5.0,Manual,160000.0,2013,2024-02-13,11,0.25,8000.0
BMW Série 5 Luxury,170000.0,BMW,Sedan,Petrol,10.0,Automatic,94000.0,2019,2024-02-07,5,1.8085106382978724,17000.0
Toyota Yaris Sedan,45000.0,Toyota,Sedan,Petrol,5.0,Manual,119000.0,2017,2024-02-07,7,0.37815126050420167,9000.0
Peugeot 301,23500.0,Peugeot,Sedan,Petrol,5.0,Manual,149200.0,2013,2024-02-07,11,0.15750670241286863,4700.0
Peugeot 3008 GT LINE,79000.0,Peugeot,SUV,Petrol,9.0,Automatic,97000.0,2019,2024-02-07,5,0.8144329896907216,8777.777777777777
BMW Série 7,220000.0,BMW,Sedan,Diesel,15.0,Automatic,186000.0,2016,2024-02-07,8,1.1827956989247312,14666.666666666666
Mercedes-Benz Classe C Elegance,52000.0,Mercedes,Sedan,Diesel,7.0,Automatic,247000.0,201,2024-01-27,1823,0.21052631578947367,7428.571428571428
Mazda B series,26000.0,Mazda,Pickup,Diesel,12.0,Manual,420000.0,2005,2024-01-27,19,0.06190476190476191,2166.6666666666665
KIA Picanto,35000.0,KIA,City,Petrol,4.0,Manual,68000.0,2018,2024-01-28,6,0.5147058823529411,8750.0
Fiat Fiorino,41000.0,Fiat,Utility,Diesel,6.0,Manual,43500.0,2022,2024-02-13,2,0.9425287356321839,6833.333333333333
Volkswagen Passat Berline,72500.0,Volkswagen,Sedan,Diesel,6.0,Automatic,125000.0,2018,2024-02-13,6,0.58,12083.333333333334
Tesla Model 3 SR+ 2022,169000.0,Other,Sedan,Electric,6.0,Automatic,35000.0,2022,2024-02-13,2,4.828571428571428,28166.666666666668
Fiat Grande Punto,23000.0,Fiat,Other,Petrol,5.0,Manual,250000.0,2008,2024-02-13,16,0.092,4600.0
Toyota Land Cruiser 105 GX 24Turbo 1HD-FTE,115000.0,Toyota,SUV,Diesel,17.0,Manual,360000.0,2,2024-01-28,2022,0.3194444444444444,6764.705882352941
Peugeot 3008,82900.0,Peugeot,SUV,Petrol,7.0,Automatic,113000.0,2021,2024-01-28,3,0.7336283185840708,11842.857142857143
Porsche Macan TURBO,329000.0,Porsche,Sedan,Petrol,29.0,Automatic,85000.0,2019,2024-01-28,5,3.8705882352941177,11344.827586206897
Peugeot 208,35000.0,Peugeot,City,Petrol,4.0,Manual,60000.0,2020,2024-02-26,4,0.5833333333333334,8750.0
Toyota Yaris,36400.0,Toyota,City,Petrol,4.0,Manual,83000.0,2020,2024-01-27,4,0.43855421686746987,9100.0
Fiat Grande Punto,18500.0,Fiat,City,Petrol,5.0,Manual,244980.0,2009,2024-01-28,15,0.07551636868315781,3700.0
MG 5,55000.0,MG,Sedan,Petrol,7.0,Automatic,98000.0,2022,2024-01-28,2,0.5612244897959183,7857.142857142857
Porsche Cayenne,42000.0,Porsche,SUV,Petrol,27.0,Automatic,250000.0,2005,2024-02-13,19,0.168,1555.5555555555557
Volkswagen Polo 7,26500.0,Volkswagen,City,Petrol,5.0,Manual,197000.0,2012,2024-02-13,12,0.13451776649746192,5300.0
Peugeot 2008,50500.0,Peugeot,SUV,Petrol,5.0,Manual,68000.0,2017,2024-02-13,7,0.7426470588235294,10100.0
MG ZS Luxury,60000.0,MG,SUV,Petrol,7.0,Automatic,123000.0,2018,2024-02-13,6,0.4878048780487805,8571.42857142857
Audi Q2,82000.0,Audi,SUV,Petrol,6.0,Automatic,220000.0,2018,2024-02-13,6,0.37272727272727274,13666.666666666666
Renault Clio 4 dynamique,40000.0,Renault,City,Petrol,4.0,Manual,39000.0,2020,2024-02-13,4,1.0256410256410255,10000.0
Chevrolet Captiva,36000.0,Chevrolet,SUV,Diesel,10.0,Automatic,320000.0,2007,2024-02-13,17,0.1125,3600.0
Peugeot 308 Bleu métallique,29000.0,Peugeot,Compact,Petrol,6.0,Manual,250000.0,2012,2024-02-13,12,0.116,4833.333333333333
Land Rover Range Rover Sport Essence 32CV,55000.0,Land Rover,SUV,Petrol,32.0,Automatic,150000.0,2009,2024-01-28,15,0.36666666666666664,1718.75
Renault Megane,55000.0,Renault,Compact,Diesel,4.0,Manual,195000.0,2019,2024-01-28,5,0.28205128205128205,13750.0
Seat Leon SC SC,46900.0,Seat,Coupe,Petrol,6.0,Manual,113000.0,2016,2024-01-28,8,0.4150442477876106,7816.666666666667
Citroën C3,27000.0,Citroën,Other,Petrol,5.0,Manual,239000.0,2012,2024-01-28,12,0.11297071129707113,5400.0
Peugeot 208,45000.0,Peugeot,Sedan,Diesel,5.0,Manual,100000.0,2020,2024-01-28,4,0.45,9000.0
Toyota Corolla,75000.0,Toyota,City,Petrol,6.0,Automatic,75000.0,2020,2024-01-28,4,1.0,12500.0
BMW Série 3 Sport,83500.0,BMW,Sedan,Petrol,10.0,Automatic,174000.0,2014,2024-01-28,10,0.47988505747126436,8350.0
Porsche Cayenne v6 kit turbo,179000.0,Porsche,SUV,Petrol,21.0,Automatic,90000.0,2012,2024-01-28,12,1.988888888888889,8523.809523809523
DS 3,33900.0,DS,Coupe,Petrol,5.0,Manual,91000.0,2018,2024-01-28,6,0.37252747252747254,6780.0
KIA Picanto,35000.0,KIA,Compact,Petrol,5.0,Automatic,130000.0,2016,2024-02-23,8,0.2692307692307692,7000.0
Mercedes-Benz ML 55 AMG,30000.0,Mercedes,Other,Petrol,27.0,Automatic,180000.0,2,2024-02-23,2022,0.16666666666666666,1111.111111111111
MG eHS Suv,133500.0,MG,SUV,Hybrid Petrol,7.0,Automatic,48000.0,2022,2024-02-23,2,2.78125,19071.428571428572
BMW Série 1 M sport,137000.0,BMW,Compact,Petrol,8.0,Automatic,40000.0,2021,2024-02-23,3,3.425,17125.0
Fiat 500 Lounge,49000.0,Fiat,City,Petrol,4.0,Manual,63000.0,2019,2024-02-23,5,0.7777777777777778,12250.0
BMW Série 7,123000.0,BMW,Sedan,Petrol,31.0,Automatic,174000.0,2009,2024-02-23,15,0.7068965517241379,3967.7419354838707
Volkswagen T-Cross 1.0 L Highline BVA,95000.0,Volkswagen,SUV,Petrol,7.0,Automatic,20.0,2023,2024-02-23,1,4750.0,13571.42857142857
Land Rover Range Rover Velar,285000.0,Land Rover,SUV,Diesel,14.0,Automatic,80000.0,2018,2024-02-23,6,3.5625,20357.14285714286
Suzuki Baleno,48500.0,Suzuki,Other,Petrol,5.0,Automatic,85400.0,2017,2024-02-08,7,0.5679156908665105,9700.0
Honda City,48000.0,Honda,Sedan,Petrol,7.0,Automatic,80000.0,2020,2024-02-08,4,0.6,6857.142857142857
Tesla Model 3 Long Range Performance,225000.0,Other,Sedan,Electric,10.0,Automatic,115000.0,2019,2024-02-08,5,1.9565217391304348,22500.0
Tesla Model X Long Range,375000.0,Other,SUV,Electric,10.0,Automatic,107000.0,2019,2024-02-08,5,3.5046728971962615,37500.0
Mercedes-Benz Classe C Avantgarde,43000.0,Mercedes,Sedan,Diesel,10.0,Automatic,345000.0,2008,2024-02-08,16,0.1246376811594203,4300.0
Nissan Qashqai,63000.0,Nissan,SUV,Petrol,6.0,Automatic,99000.0,2017,2024-02-08,7,0.6363636363636364,10500.0
Peugeot 2008 Active,49000.0,Peugeot,Sedan,Petrol,5.0,Manual,62000.0,2018,2024-02-08,6,0.7903225806451613,9800.0
KIA Sportage 1.6 GDI,87500.0,KIA,SUV,Petrol,8.0,Automatic,105000.0,2019,2024-02-08,5,0.8333333333333334,10937.5
Peugeot 206+,24500.0,Peugeot,City,Petrol,4.0,Manual,175000.0,2012,2024-02-08,12,0.14,6125.0
Dacia Dokker Van,28000.0,Dacia,Utility,Diesel,6.0,Manual,185000.0,2019,2024-02-08,5,0.15135135135135136,4666.666666666667
Alfa Romeo Giulietta Quadrifoglio,49000.0,Alfa Romeo,City,Petrol,9.0,Manual,145000.0,2012,2024-02-08,12,0.33793103448275863,5444.444444444444
MG ZS,53000.0,MG,Sedan,Petrol,7.0,Manual,140000.0,2019,2024-02-08,5,0.37857142857142856,7571.428571428572
BMW Série 4 Gran Coupé,88000.0,BMW,Sedan,Petrol,7.0,Automatic,160000.0,2017,2024-02-23,7,0.55,12571.42857142857
Mercedes-Benz GLC Coupé,248000.0,Mercedes,Coupe,Petrol,12.0,Automatic,33500.0,2019,2024-02-23,5,7.402985074626866,20666.666666666668
Renault Megane Sedan,51000.0,Renault,Sedan,Petrol,7.0,Manual,68000.0,2017,2024-02-23,7,0.75,7285.714285714285
Mercedes-Benz Classe E E300,61000.0,Mercedes,Sedan,Petrol,15.0,Automatic,245000.0,2011,2024-02-23,13,0.24897959183673468,4066.6666666666665
Mercedes-Benz Classe E E200,167000.0,Mercedes,Sedan,Petrol,9.0,Automatic,79000.0,2020,2024-02-23,4,2.1139240506329116,18555.555555555555
Porsche Cayenne TURBO,91000.0,Porsche,SUV,Petrol,43.0,Automatic,120000.0,2008,2024-02-23,16,0.7583333333333333,2116.279069767442
Mercedes-Benz GLE Coupé 350 E,389000.0,Mercedes,Coupe,Hybrid Petrol,9.0,Automatic,101000.0,2022,2024-02-23,2,3.8514851485148514,43222.22222222222
BMW Série 1 KIT M,133000.0,BMW,Compact,Petrol,8.0,Automatic,60000.0,2020,2024-02-23,4,2.216666666666667,16625.0
Mercedes-Benz Classe E E 180 KIT AMG,181000.0,Mercedes,Sedan,Petrol,9.0,Automatic,41000.0,2019,2024-02-23,5,4.414634146341464,20111.11111111111
BMW Série 3,221000.0,BMW,Sedan,Petrol,10.0,Automatic,60000.0,2020,2024-02-23,4,3.683333333333333,22100.0
Ford C-Max Ghia,23000.0,Ford,Minivan,Diesel,6.0,Manual,151000.0,2009,2024-02-23,15,0.152317880794702,3833.3333333333335
Mercedes-Benz Classe A AMG,160000.0,Mercedes,Compact,Hybrid Petrol,6.0,Automatic,25000.0,2021,2024-02-23,3,6.4,26666.666666666668
Volkswagen Golf 7,50000.0,Volkswagen,City,Petrol,5.0,Manual,172000.0,2016,2024-01-27,8,0.29069767441860467,10000.0
Honda City,39500.0,Honda,Sedan,Petrol,7.0,Manual,170000.0,2017,2024-01-27,7,0.2323529411764706,5642.857142857143
Peugeot 4008,51000.0,Peugeot,SUV,Petrol,9.0,Manual,110000.0,2014,2024-01-27,10,0.4636363636363636,5666.666666666667
Toyota Yaris Sedan,35000.0,Toyota,Utility,Petrol,5.0,Manual,194000.0,2014,2024-01-27,10,0.18041237113402062,7000.0
Mercedes-Benz Classe C coupé C180 Coupé,67000.0,Mercedes,Coupe,Petrol,9.0,Automatic,160000.0,2011,2024-01-27,13,0.41875,7444.444444444444
Nissan Qashqai Pure,69000.0,Nissan,SUV,Diesel,7.0,Manual,31000.0,2017,2024-01-27,7,2.225806451612903,9857.142857142857
Jaguar F-Pace R-DYNAMIC,185000.0,Jaguar,SUV,Diesel,10.0,Automatic,165000.0,2017,2024-02-26,7,1.121212121212121,18500.0
Volkswagen Golf 8 R_line 1.5,125000.0,Volkswagen,City,Petrol,8.0,Automatic,70000.0,2021,2024-02-26,3,1.7857142857142858,15625.0
Audi Q5,215000.0,Audi,SUV,Diesel,11.0,Automatic,100000.0,2018,2024-02-26,6,2.15,19545.454545454544
Porsche Cayenne Kit GTS,172000.0,Porsche,SUV,Petrol,30.0,Automatic,142000.0,2011,2024-02-22,13,1.2112676056338028,5733.333333333333
Renault Fluence Très bon état,40000.0,Renault,Sedan,Petrol,7.0,Manual,173000.0,2013,2024-02-22,11,0.23121387283236994,5714.285714285715
BMW Série 4 Gran Coupé Business line,125000.0,BMW,Sedan,Petrol,7.0,Automatic,130000.0,2019,2024-02-22,5,0.9615384615384616,17857.14285714286
Land Rover Range Rover Velar Blanc,290000.0,Land Rover,SUV,Petrol,20.0,Automatic,50000.0,2018,2024-02-23,6,5.8,14500.0
Smart ForTwo Perfect,60000.0,Smart,Convertible,Petrol,5.0,Automatic,60000.0,2018,2024-02-23,6,1.0,12000.0
Nissan Patrol,27500.0,Nissan,SUV,Diesel,11.0,Manual,300000.0,1991,2024-02-23,33,0.09166666666666666,2500.0
Volkswagen Passat,67000.0,Volkswagen,Compact,Petrol,7.0,Manual,103000.0,2016,2024-02-23,8,0.6504854368932039,9571.42857142857
Mercedes-Benz Classe A 250e Amg,150000.0,Mercedes,Compact,Hybrid Petrol,8.0,Automatic,70000.0,2021,2024-02-23,3,2.142857142857143,18750.0
Land Rover Range Rover Evoque Hse d180,250000.0,Land Rover,SUV,Hybrid Diesel,11.0,Automatic,49000.0,2020,2024-02-23,4,5.1020408163265305,22727.272727272728
BMW Série 3 320i,160000.0,BMW,Sedan,Petrol,10.0,Automatic,42000.0,2021,2024-02-23,3,3.8095238095238093,16000.0
Renault Symbol Élégance,35000.0,Renault,City,Petrol,5.0,Manual,100000.0,2016,2024-02-23,8,0.35,7000.0
BMW Série 3 M,52000.0,BMW,Sedan,Diesel,7.0,Manual,260000.0,2011,2024-02-23,13,0.2,7428.571428571428
Toyota Avensis 115 D-4D LINEA SOL,25000.0,Toyota,Sedan,Diesel,7.0,Manual,202000.0,2003,2024-02-09,21,0.12376237623762376,3571.4285714285716
Land Rover Discovery Sport,135000.0,Land Rover,SUV,Diesel,8.0,Automatic,140000.0,2017,2024-02-09,7,0.9642857142857143,16875.0
Audi Q3 Sportback,189000.0,Audi,SUV,Petrol,9.0,Automatic,13000.0,2023,2024-02-09,1,14.538461538461538,21000.0
KIA Sportage GT LINE AWD,101000.0,KIA,SUV,Diesel,10.0,Automatic,114000.0,2016,2024-02-09,8,0.8859649122807017,10100.0
KIA Optima,43000.0,KIA,Sedan,Petrol,10.0,Automatic,234000.0,2012,2024-02-09,12,0.18376068376068377,4300.0
Peugeot 208 Blanc nacré,42500.0,Peugeot,City,Petrol,4.0,Manual,39436.0,2018,2024-02-09,6,1.0776955066436757,10625.0
Peugeot 301,21000.0,Peugeot,Sedan,Petrol,5.0,Manual,176000.0,2013,2024-02-09,11,0.11931818181818182,4200.0
Jaguar XJ L,160000.0,Jaguar,Sedan,Petrol,17.0,Automatic,180000.0,2017,2024-02-09,7,0.8888888888888888,9411.764705882353
