title,price,manufacturer,category,fuel_type,fiscal_horsepower,transmission,mileage,year,insertion_date,age,price_per_km,price_per_horsepower
Mahindra KUV 100 K8,0.02710027100271003,Mahindra,Other,Petrol,0.025641025641025633,Manual,0.12326365105893311,2019,2024-02-26,5,0.3333333333333333,6000.0
Peugeot 206,0.012195121951219511,Peugeot,City,Petrol,0.0,Manual,0.2506644017644319,2005,2024-02-26,19,0.10382513661202186,4750.0
Mercedes-Benz Classe C AMG,0.06097560975609757,Mercedes,Sedan,Petrol,0.1282051282051282,Automatic,0.20545768377215815,201,2024-02-26,1823,0.36666666666666664,6111.111111111111
Peugeot 308 cc Cabriolet,0.03523035230352304,Peugeot,Convertible,Petrol,0.1282051282051282,Manual,0.19175867831995397,2012,2024-02-26,12,0.2571428571428571,4000.0
Seat Ibiza,0.056910569105691054,Seat,City,Petrol,0.0,Manual,0.06298802706923477,2022,2024-02-26,2,1.1304347826086956,13000.0
Nissan Qashqai Tn239,0.09214092140921408,Nissan,SUV,Diesel,0.025641025641025633,Manual,0.18901887722951313,2019,2024-02-26,5,0.5652173913043478,15600.0
Volkswagen Tiguan,0.08536585365853658,Volkswagen,SUV,Petrol,0.10256410256410256,Automatic,0.25340420285487275,2017,2024-02-26,7,0.3945945945945946,9125.0
Volkswagen Jetta,0.03861788617886179,Volkswagen,Sedan,Petrol,0.10256410256410256,Manual,0.2328556946765665,2013,2024-02-25,11,0.22647058823529412,4812.5
KIA Rio 5p Prestige,0.06368563685636856,KIA,City,Petrol,0.025641025641025633,Manual,0.09175593851886353,2021,2024-02-26,3,0.8507462686567164,11400.0
Volkswagen Golf 7,0.07926829268292682,Volkswagen,City,Diesel,0.051282051282051294,Automatic,0.273952711033179,2019,2024-02-26,5,0.3425,11416.666666666666
Mercedes-Benz Classe A,0.14634146341463414,Mercedes,City,Diesel,0.051282051282051294,Automatic,0.13422285542069645,2019,2024-02-26,5,1.2040816326530612,19666.666666666668
Peugeot 208 Ehdi,0.048102981029810296,Peugeot,City,Diesel,0.025641025641025633,Manual,0.2164168881339215,2021,2024-02-26,3,0.2879746835443038,9100.0
KIA Rio 5p Premiere main,0.048102981029810296,KIA,City,Petrol,0.025641025641025633,Manual,0.09312583906408395,2018,2024-02-26,6,0.6691176470588235,9100.0
Chevrolet Aveo LS,0.02195121951219512,Chevrolet,Sedan,Petrol,0.025641025641025633,Manual,0.2499794514918217,2016,2024-02-18,8,0.14356164383561643,5240.0
Mazda 2 Sedan neuve,0.04878048780487805,Mazda,Sedan,Petrol,0.051282051282051294,Manual,0.15751116468944357,2017,2024-02-19,7,0.4,7666.666666666667
Seat Ibiza,0.03929539295392954,Seat,City,Petrol,0.0,Manual,0.09107098824625331,2017,2024-02-19,7,0.5864661654135338,9750.0
Haval H6 1.5 L,0.14634146341463414,Haval,SUV,Petrol,0.10256410256410256,Automatic,0.05750842488835311,2022,2024-02-19,2,2.8095238095238093,14750.0
Citroën C3 shine plus sur équipée,0.031165311653116534,Citroën,City,Petrol,0.0,Manual,0.2671032083070769,2017,2024-02-19,7,0.16923076923076924,8250.0
KIA Rio 5p,0.07791327913279132,KIA,City,Petrol,0.025641025641025633,Manual,0.0164114085317406,2022,2024-02-19,2,5.625,13500.0
Mazda 3 Hatchback,0.05149051490514905,Mazda,Coupe,Petrol,0.051282051282051294,Manual,0.15066166196334146,2015,2024-02-19,9,0.43636363636363634,8000.0
Dacia Dokker Van,0.023035230352303523,Dacia,Utility,Diesel,0.051282051282051294,Manual,0.2602537055809748,2017,2024-02-19,7,0.14210526315789473,4500.0
KIA Rio 5p Toute option,0.05962059620596206,KIA,Other,Petrol,0.025641025641025633,Manual,0.11846899915066166,2019,2024-02-19,5,0.6242774566473989,10800.0
Isuzu D-Max Double Cabine LS 4X4,0.15582655826558267,Isuzu,Pickup,Diesel,0.10256410256410256,Manual,0.03654894654648073,2017,2024-02-19,7,4.681647940074907,15625.0
Geely GC6,0.029810298102981032,Geely,Sedan,Petrol,0.051282051282051294,Manual,0.07668703252143894,2021,2024-02-19,3,0.5714285714285714,5333.333333333333
Mercedes-Benz Classe E 2.2,0.09281842818428183,Mercedes,Sedan,Diesel,0.10256410256410256,Automatic,0.273952711033179,2013,2024-02-19,11,0.3925,9812.5
Jeep Renegade,0.1016260162601626,Jeep,SUV,Petrol,0.10256410256410256,Automatic,0.10956464560672895,2020,2024-02-25,4,1.0625,10625.0
Hyundai Grand i10,0.03929539295392954,Hyundai,Sedan,Petrol,0.025641025641025633,Manual,0.10134524233540644,2020,2024-02-25,4,0.527027027027027,7800.0
Renault Megane,0.06775067750677506,Renault,City,Petrol,0.07692307692307693,Manual,0.0821666347023206,2020,2024-02-25,4,1.0,8571.42857142857
Skoda Octavia,0.05149051490514905,Skoda,Sedan,Petrol,0.10256410256410256,Automatic,0.15477136359900273,2016,2024-02-25,8,0.4247787610619469,6000.0
Suzuki Dzire,0.03861788617886179,Suzuki,City,Petrol,0.025641025641025633,Manual,0.12326365105893311,2019,2024-02-25,5,0.42777777777777776,7700.0
BMW X6 XDRIVE D M.POWER,0.13550135501355015,BMW,SUV,Diesel,0.28205128205128205,Automatic,0.38080495356037153,201,2024-02-18,1823,0.39568345323741005,7333.333333333333
Volkswagen Golf 6,0.04065040650406504,Volkswagen,Utility,Petrol,0.025641025641025633,Manual,0.16710046850598648,2012,2024-02-18,12,0.32786885245901637,8000.0
Renault Clio Campus,0.015582655826558265,Renault,Coupe,Petrol,0.025641025641025633,Manual,0.4424504780952903,2012,2024-02-18,12,0.06656346749226007,4300.0
Hyundai i10,0.02506775067750678,Hyundai,City,Petrol,0.025641025641025633,Manual,0.35614674374640404,2015,2024-02-18,9,0.10961538461538461,5700.0
BMW X1,0.10027100271002709,BMW,SUV,Petrol,0.07692307692307693,Automatic,0.16436066741554564,2017,2024-02-18,7,0.7,12000.0
Ford Ecosport Titanium BVA,0.08807588075880758,Ford,SUV,Petrol,0.07692307692307693,Automatic,0.053398723252691856,2020,2024-02-18,4,1.9230769230769231,10714.285714285714
Dongfeng SX3,0.07452574525745256,Dongfeng,SUV,Petrol,0.10256410256410256,Manual,0.04380941943614894,2021,2024-02-26,3,2.03125,8125.0
Mazda BT-50,0.05420054200542005,Mazda,Pickup,Diesel,0.1282051282051282,Manual,0.26984300939751776,2016,2024-02-26,8,0.25380710659898476,5555.555555555556
Seat Leon,0.07452574525745256,Seat,City,Petrol,0.051282051282051294,Manual,0.10819474506150853,2018,2024-02-26,6,0.8227848101265823,10833.333333333334
Citroën DS3 Sport chic,0.027777777777777776,Citroën,Coupe,Petrol,0.025641025641025633,Manual,0.13559275596591688,2013,2024-02-26,11,0.30808080808080807,6100.0
BYD Song,0.1056910569105691,BYD,SUV,Petrol,0.1282051282051282,Automatic,0.034220115619606015,2022,2024-02-18,2,3.52,9777.777777777777
KIA Sportage extrem,0.13550135501355015,KIA,SUV,Petrol,0.10256410256410256,Automatic,0.031480314529165186,2020,2024-02-18,4,4.782608695652174,13750.0
Peugeot 4008,0.056910569105691054,Peugeot,SUV,Petrol,0.1282051282051282,Manual,0.12326365105893311,2014,2024-02-18,10,0.5777777777777777,5777.777777777777
Audi A3 Berline S line,0.06639566395663955,Audi,Sedan,Petrol,0.025641025641025633,Manual,0.24655470012877065,2015,2024-02-18,9,0.3277777777777778,11800.0
KIA Rio 5p Neuve,0.04688346883468835,KIA,Coupe,Petrol,0.025641025641025633,Manual,0.1369626565111373,2020,2024-02-18,4,0.446,8920.0
BMW Série 3 316i,0.08536585365853658,BMW,Sedan,Petrol,0.07692307692307693,Automatic,0.224636291405244,2014,2024-02-18,10,0.4451219512195122,10428.57142857143
BMW M1,0.05420054200542005,BMW,Coupe,Petrol,0.4358974358974359,Automatic,0.19175867831995397,201,2024-02-18,1823,0.35714285714285715,2380.9523809523807
Skoda Octavia,0.036585365853658534,Skoda,Sedan,Diesel,0.051282051282051294,Automatic,0.4040932628291186,2012,2024-02-18,12,0.12542372881355932,6166.666666666667
Renault Kadjar,0.08130081300813008,Renault,SUV,Petrol,0.07692307692307693,Manual,0.09449573960930435,2019,2024-02-18,5,1.0144927536231885,10000.0
Peugeot Partner K9,0.04742547425474255,Peugeot,Utility,Diesel,0.025641025641025633,Manual,0.1534014630537823,2019,2024-02-18,5,0.4017857142857143,9000.0
Fiat Doblo Combi,0.05420054200542005,Fiat,Utility,Petrol,0.051282051282051294,Manual,0.1698402695964273,2019,2024-02-18,5,0.4032258064516129,8333.333333333334
Nissan Navara,0.03929539295392954,Nissan,Pickup,Diesel,0.10256410256410256,Automatic,0.4890270966327845,2007,2024-02-26,17,0.1092436974789916,4875.0
Volkswagen Golf 7,0.08658536585365853,Volkswagen,City,Petrol,0.051282051282051294,Manual,0.1369626565111373,2018,2024-02-26,6,0.739,12316.666666666666
Mahindra KUV 100,0.02710027100271003,Mahindra,SUV,Petrol,0.025641025641025633,Manual,0.11915394942327187,2018,2024-02-26,6,0.3448275862068966,6000.0
Mercedes-Benz Classe E,0.3238482384823848,Mercedes,Sedan,Petrol,0.1282051282051282,Automatic,0.0164114085317406,2022,2024-02-26,2,20.75,27666.666666666668
Mercedes-Benz Classe C,0.14227642276422764,Mercedes,Sedan,Petrol,0.10256410256410256,Automatic,0.1629907668703252,2015,2024-02-26,9,0.9663865546218487,14375.0
Peugeot 5008,0.08807588075880758,Peugeot,SUV,Petrol,0.1282051282051282,Automatic,0.16436066741554564,2019,2024-02-26,5,0.625,8333.333333333334
Fiat Fiorino,0.024254742547425476,Fiat,Utility,Diesel,0.025641025641025633,Manual,0.15751116468944357,2018,2024-02-26,6,0.2426086956521739,5580.0
Renault Megane,0.052710027100271,Renault,City,Petrol,0.07692307692307693,Manual,0.19723828050083564,2018,2024-02-26,6,0.33958333333333335,6985.714285714285
Ssangyong Tivoli,0.05352303523035231,Ssangyong,SUV,Diesel,0.07692307692307693,Automatic,0.17805967286774982,2016,2024-02-26,8,0.38076923076923075,7071.428571428572
Nissan Qashqai,0.07994579945799457,Nissan,SUV,Petrol,0.07692307692307693,Manual,0.09449573960930435,2018,2024-02-17,6,1.0,9857.142857142857
Chery Tiggo 3X Toutes OPTION,0.0643631436314363,Chery,SUV,Petrol,0.051282051282051294,Automatic,0.03011041398394477,2022,2024-02-17,2,2.6136363636363638,9583.333333333334
Mini Coupé One,0.08536585365853658,Mini,Coupe,Petrol,0.025641025641025633,Manual,0.273952711033179,2017,2024-02-17,7,0.365,14600.0
KIA Rio 5p,0.0562330623306233,KIA,Coupe,Petrol,0.025641025641025633,Manual,0.1369626565111373,2018,2024-02-17,6,0.515,10300.0
Volkswagen Golf 7 highline,0.08401084010840108,Volkswagen,Sedan,Diesel,0.051282051282051294,Manual,0.1534014630537823,2019,2024-02-17,5,0.6428571428571429,12000.0
Peugeot Partner K9,0.05081300813008131,Peugeot,Utility,Diesel,0.025641025641025633,Manual,0.15888106523466397,2020,2024-02-17,4,0.40948275862068967,9500.0
BMW X5,0.09214092140921408,BMW,SUV,Petrol,0.3846153846153846,Automatic,0.18627907613907232,2008,2024-02-17,16,0.5735294117647058,4105.263157894737
BMW Série 1 Urbain,0.06775067750677506,BMW,City,Petrol,0.07692307692307693,Automatic,0.17955286446204005,2015,2024-02-24,9,0.4577008162331223,8571.42857142857
Hyundai Santa Fe,0.29810298102981025,Hyundai,SUV,Diesel,0.20512820512820515,Automatic,0.06298802706923477,2022,2024-02-24,2,5.0,19166.666666666668
Citroën Jumpy Fourgon,0.07452574525745256,Citroën,Utility,Diesel,0.025641025641025633,Manual,0.27121290994273817,2018,2024-02-24,6,0.3282828282828283,13000.0
Audi A5 Coupé Kit rs 5,0.26422764227642276,Audi,Sedan,Petrol,0.10256410256410256,Automatic,0.0492890216170306,2020,2024-02-24,4,5.694444444444445,25625.0
Mercedes-Benz Classe C kit AMG,0.23712737127371272,Mercedes,Sedan,Petrol,0.1282051282051282,Automatic,0.03559001616482643,2020,2024-02-24,4,7.115384615384615,20555.555555555555
Mini 3 portes,0.044715447154471545,Mini,City,Petrol,0.07692307692307693,Automatic,0.1931285788651744,2013,2024-02-24,11,0.3049645390070922,6142.857142857143
Mercedes-Benz Classe C Kit AMG,0.1897018970189702,Mercedes,Sedan,Petrol,0.10256410256410256,Automatic,0.09997534179018602,2018,2024-02-24,6,2.0547945205479454,18750.0
KIA Rio 5p GT Line,0.08130081300813008,KIA,City,Petrol,0.025641025641025633,Manual,0.0821666347023206,2022,2024-02-24,2,1.1666666666666667,14000.0
Seat Ibiza,0.04607046070460705,Seat,City,Petrol,0.0,Manual,0.06983752979533685,2018,2024-02-24,6,0.8627450980392157,11000.0
BMW Série 5 Pack M + options personnalisées,0.3292682926829268,BMW,Sedan,Petrol,0.15384615384615383,Automatic,0.05065892216225102,2022,2024-02-24,2,6.837837837837838,25300.0
Chevrolet Cruze,0.034552845528455285,Chevrolet,Sedan,Petrol,0.07692307692307693,Manual,0.27121290994273817,2014,2024-02-24,10,0.17929292929292928,5071.428571428572
Renault Clio,0.0453929539295393,Renault,City,Petrol,0.025641025641025633,Manual,0.14244225869201896,2018,2024-02-24,6,0.4182692307692308,8700.0
BMW Série 3 business,0.21002710027100271,BMW,Sedan,Petrol,0.1282051282051282,Automatic,0.08490643579276144,2021,2024-02-26,3,2.661290322580645,18333.333333333332
Mercedes-Benz Classe C business,0.16531165311653118,Mercedes,Sedan,Diesel,0.07692307692307693,Automatic,0.12600345214937397,2019,2024-02-26,5,1.434782608695652,18857.14285714286
BMW Série 3 Luxury Line,0.1016260162601626,BMW,Sedan,Petrol,0.07692307692307693,Automatic,0.19860818104605607,2016,2024-02-26,8,0.5862068965517241,12142.857142857143
Fiat 500 BVA,0.0453929539295393,Fiat,Coupe,Petrol,0.0,Automatic,0.11230444669716978,2016,2024-02-26,8,0.5304878048780488,10875.0
Peugeot 407 Navteq,0.04742547425474255,Peugeot,City,Petrol,0.051282051282051294,Manual,0.14655196032768023,2007,2024-02-26,17,0.4205607476635514,7500.0
Peugeot 208,0.02682926829268293,Peugeot,Compact,Petrol,0.025641025641025633,Manual,0.25477410340009315,2014,2024-02-26,10,0.16021505376344086,5960.0
BMW X6 N47B30,0.14227642276422764,BMW,SUV,Diesel,0.28205128205128205,Automatic,0.23696539631222774,2012,2024-02-26,12,0.6647398843930635,7666.666666666667
BMW Série 5 N46T,0.06368563685636856,BMW,Other,Petrol,0.1282051282051282,Automatic,0.1369626565111373,2012,2024-02-26,12,0.57,6333.333333333333
Audi Q2 comfort line,0.13143631436314362,Audi,SUV,Petrol,0.051282051282051294,Automatic,0.07257733088577768,2019,2024-02-26,5,2.018867924528302,17833.333333333332
Volkswagen Golf 7 IQ.DRIVE,0.09349593495934959,Volkswagen,Compact,Petrol,0.051282051282051294,Manual,0.07257733088577768,2019,2024-02-26,5,1.490566037735849,13166.666666666666
KIA Sportage BVA,0.1165311653116531,KIA,SUV,Petrol,0.10256410256410256,Automatic,0.07120743034055727,2020,2024-02-26,4,1.8461538461538463,12000.0
Ford Mondeo comfort,0.03726287262872629,Ford,Sedan,Petrol,0.07692307692307693,Manual,0.15751116468944357,2015,2024-02-26,9,0.32608695652173914,5357.142857142857
Fiat Grande Punto toutes options,0.01869918699186992,Fiat,Compact,Petrol,0.025641025641025633,Manual,0.2260061919504644,201,2024-02-17,1823,0.14424242424242426,4760.0
Ford Fiesta Titanium,0.024932249322493223,Ford,City,Petrol,0.025641025641025633,Manual,0.31504972738979153,2012,2024-02-17,12,0.12347826086956522,5680.0
Jeep Renegade 1.4 TURBO LIMITED BVA 4X2,0.08604336043360433,Jeep,SUV,Petrol,0.10256410256410256,Automatic,0.16710046850598648,2018,2024-02-18,6,0.6024590163934426,9187.5
Volkswagen Golf 7,0.1056910569105691,Volkswagen,Sedan,Petrol,0.1282051282051282,Manual,0.01353461738677772,2020,2024-02-18,4,8.88888888888889,9777.777777777777
Citroën C4 II Millenium,0.03929539295392954,Citroën,Compact,Petrol,0.051282051282051294,Manual,0.17121017014164772,2018,2024-02-18,6,0.312,6500.0
Peugeot 3008,0.09756097560975609,Peugeot,SUV,Petrol,0.10256410256410256,Automatic,0.10682484451628811,2019,2024-02-18,5,1.0512820512820513,10250.0
Ssangyong Tivoli SUV,0.06233062330623306,Ssangyong,SUV,Petrol,0.07692307692307693,Manual,0.11504424778761062,2017,2024-02-18,7,0.6666666666666666,8000.0
Audi Q5,0.05420054200542005,Audi,SUV,Petrol,0.23076923076923075,Automatic,0.39724376010301654,201,2024-02-26,1823,0.1724137931034483,3846.153846153846
Peugeot 208,0.05149051490514905,Peugeot,City,Petrol,0.025641025641025633,Manual,0.0821666347023206,2021,2024-02-26,3,0.8,9600.0
Seat Leon Style plus,0.08062330623306233,Seat,City,Petrol,0.051282051282051294,Manual,0.0821666347023206,2020,2024-02-26,4,1.1583333333333334,11583.333333333334
Hyundai Tucson,0.1043360433604336,Hyundai,SUV,Petrol,0.10256410256410256,Automatic,0.16436066741554564,2020,2024-02-26,4,0.725,10875.0
Hyundai Tucson,0.1937669376693767,Hyundai,SUV,Petrol,0.15384615384615383,Automatic,0.021891010712622266,2023,2024-02-26,1,9.5625,15300.0
Peugeot 2008 Purtech,0.09620596205962059,Peugeot,SUV,Petrol,0.051282051282051294,Manual,0.008192005260418094,2022,2024-02-26,2,13.5,13500.0
Mercedes-Benz GLA,0.25474254742547425,Mercedes,SUV,Petrol,0.07692307692307693,Automatic,0.008192005260418094,2023,2024-02-26,1,33.0,28285.714285714286
BMW Série 4 Gran Coupé Luxury,0.12059620596205962,BMW,City,Petrol,0.07692307692307693,Automatic,0.1369626565111373,2018,2024-02-26,6,0.99,14142.857142857143
Volkswagen Golf 7 Join Bva 1.5,0.09485094850948508,Volkswagen,SUV,Petrol,0.051282051282051294,Automatic,0.16436066741554564,2019,2024-02-26,5,0.6666666666666666,13333.333333333334
KIA Picanto GT-line,0.03861788617886179,KIA,City,Petrol,0.025641025641025633,Automatic,0.17805967286774982,2019,2024-02-26,5,0.29615384615384616,7700.0
Hyundai Grand i10 BVM,0.05081300813008131,Hyundai,Compact,Petrol,0.025641025641025633,Manual,0.03559001616482643,2023,2024-02-26,1,1.8269230769230769,9500.0
Peugeot 406,0.013279132791327914,Peugeot,Sedan,Petrol,0.07692307692307693,Manual,0.3383380366585386,2003,2024-02-26,21,0.08016194331983806,2828.5714285714284
BAIC YX Kenbo S2 SUV,0.044444444444444446,BAIC,SUV,Petrol,0.07692307692307693,Manual,0.06983752979533685,2018,2024-02-26,6,0.8392156862745098,6114.285714285715
Audi A4 comfort,0.04878048780487805,Audi,Sedan,Petrol,0.07692307692307693,Manual,0.25614400394531356,2013,2024-02-26,11,0.24598930481283424,6571.428571428572
Volkswagen Passat Comfort line BVA,0.04607046070460705,Volkswagen,Sedan,Petrol,0.1282051282051282,Automatic,0.18764897668429273,2012,2024-02-26,12,0.32116788321167883,4888.888888888889
Smart ForTwo Sport,0.023712737127371278,Smart,Compact,Petrol,0.025641025641025633,Manual,0.13833255705635772,201,2024-02-26,1823,0.2722772277227723,5500.0
Volkswagen Polo R-Line,0.07723577235772357,Volkswagen,Compact,Petrol,0.0,Manual,0.10682484451628811,2021,2024-02-26,3,0.8589743589743589,16750.0
Mercedes-Benz Classe A,0.05420054200542005,Mercedes,Coupe,Diesel,0.025641025641025633,Automatic,0.24792460067399108,2014,2024-02-17,10,0.27624309392265195,10000.0
Mazda 6 En très bonne etat,0.07452574525745256,Mazda,Sedan,Petrol,0.1282051282051282,Automatic,0.1931285788651744,2016,2024-02-17,8,0.46099290780141844,7222.222222222223
Mercedes-Benz Classe E 220,0.06639566395663955,Mercedes,Sedan,Diesel,0.1282051282051282,Manual,0.273952711033179,2009,2024-02-26,15,0.295,6555.555555555556
BMW Série 4 Gran Coupé 418i,0.12872628726287264,BMW,Sedan,Petrol,0.07692307692307693,Automatic,0.1369626565111373,2018,2024-02-26,6,1.05,15000.0
Hyundai Grand i10 High grade,0.0521680216802168,Hyundai,Coupe,Petrol,0.025641025641025633,Manual,0.06846762925011643,2022,2024-02-26,2,0.97,9700.0
Volkswagen Golf 7 comfort line,0.08943089430894308,Volkswagen,Coupe,Petrol,0.051282051282051294,Manual,0.1369626565111373,2020,2024-02-26,4,0.76,12666.666666666666
Seat Ibiza FR BVA,0.08062330623306233,Seat,Compact,Petrol,0.051282051282051294,Automatic,0.17121017014164772,2020,2024-02-26,4,0.556,11583.333333333334
Volkswagen Passat Smart Line,0.09214092140921408,Smart,Sedan,Petrol,0.07692307692307693,Manual,0.09175593851886353,2018,2024-02-26,6,1.164179104477612,11142.857142857143
Land Rover Range Rover Evoque 2.0,0.27100271002710025,Land Rover,SUV,Hybrid Diesel,0.10256410256410256,Automatic,0.06709772870489601,2019,2024-02-17,5,4.285714285714286,26250.0
Mercedes-Benz Sprinter Van,0.025745257452574527,Mercedes,Utility,Diesel,0.07692307692307693,Manual,0.48080769336146195,2006,2024-02-17,18,0.08262108262108261,4142.857142857143
Audi A5 Sportback S-line,0.16260162601626016,Audi,Sedan,Petrol,0.10256410256410256,Automatic,0.12326365105893311,2020,2024-02-17,4,1.4444444444444444,16250.0
Fiat 500 C cabriolet,0.037940379403794036,Fiat,Convertible,Petrol,0.051282051282051294,Automatic,0.19586837995561523,2013,2024-02-26,11,0.26573426573426573,6333.333333333333
KIA Sportage,0.1016260162601626,KIA,SUV,Diesel,0.15384615384615383,Automatic,0.42190196991698403,2017,2024-02-26,7,0.275974025974026,8500.0
Renault Megane,0.07046070460704607,Renault,City,Diesel,0.025641025641025633,Manual,0.18216937450341106,2017,2024-02-26,7,0.46616541353383456,12400.0
Volkswagen Golf 7 IQ drive,0.09485094850948508,Volkswagen,Compact,Petrol,0.025641025641025633,Manual,0.0890161374284227,2019,2024-02-16,5,1.2307692307692308,16000.0
Citroën C4,0.024390243902439025,Citroën,Compact,Petrol,0.051282051282051294,Manual,0.4451902791857311,201,2024-02-16,1823,0.08615384615384615,4666.666666666667
Fiat Fiorino,0.031165311653116534,Fiat,Utility,Diesel,0.025641025641025633,Manual,0.11778404887805145,2020,2024-02-26,4,0.38372093023255816,6600.0
KIA Rio Berline,0.03319783197831978,KIA,Sedan,Petrol,0.025641025641025633,Manual,0.23833529685744817,2013,2024-02-16,11,0.19827586206896552,6900.0
Suzuki Swift,0.052710027100271,Suzuki,City,Petrol,0.025641025641025633,Manual,0.03011041398394477,2022,2024-02-16,2,2.2227272727272727,9780.0
Mazda 3,0.07181571815718156,Mazda,Sedan,Petrol,0.051282051282051294,Manual,0.06298802706923477,2018,2024-02-16,6,1.3695652173913044,10500.0
KIA Rio 5p,0.07723577235772357,KIA,Coupe,Petrol,0.025641025641025633,Manual,0.03695991671004685,2022,2024-02-16,2,2.4814814814814814,13400.0
Land Rover Range Rover Evoque,0.36585365853658536,Land Rover,Compact,Hybrid Petrol,0.1282051282051282,Automatic,0.024630811803063098,2022,2024-02-16,2,15.555555555555555,31111.11111111111
Mercedes-Benz GLC,0.18834688346883469,Mercedes,SUV,Diesel,0.1282051282051282,Automatic,0.34244773829419983,2016,2024-02-16,8,0.596,16555.555555555555
KIA Picanto GTline,0.05392953929539295,KIA,City,Petrol,0.0,Automatic,0.0821666347023206,2021,2024-02-16,3,0.83,12450.0
Peugeot 2008,0.04336043360433604,Peugeot,SUV,Petrol,0.025641025641025633,Manual,0.1698402695964273,2016,2024-02-16,8,0.3387096774193548,8400.0
Peugeot 308,0.04336043360433604,Peugeot,City,Petrol,0.051282051282051294,Manual,0.19175867831995397,2019,2024-02-26,5,0.3,7000.0
Fiat 500,0.022899728997289974,Fiat,City,Petrol,0.0,Manual,0.23011589358612566,2009,2024-02-26,15,0.1601190476190476,6725.0
Dacia Dokker Van,0.021002710027100274,Dacia,Utility,Diesel,0.051282051282051294,Manual,0.4451902791857311,2016,2024-02-26,8,0.07846153846153846,4250.0
Peugeot 508 Bva edition limitee,0.03319783197831978,Peugeot,Sedan,Petrol,0.07692307692307693,Automatic,0.24723965040138088,2012,2024-02-16,12,0.19113573407202217,4928.571428571428
Nissan Qashqai Tekna +,0.06707317073170731,Nissan,SUV,Petrol,0.051282051282051294,Automatic,0.15066166196334146,2017,2024-02-16,7,0.5409090909090909,9916.666666666666
Chery Arrizo 3,0.029810298102981032,Chery,Sedan,Petrol,0.051282051282051294,Manual,0.06799227376092495,2018,2024-02-16,6,0.6444726401224498,5333.333333333333
BMW Série 4 Coupé KIT M,0.1016260162601626,BMW,Coupe,Petrol,0.15384615384615383,Automatic,0.2602537055809748,2015,2024-02-16,9,0.4473684210526316,8500.0
Audi A4,0.036585365853658534,Audi,Other,Petrol,0.07692307692307693,Automatic,0.27943231321406065,2011,2024-02-16,13,0.18137254901960784,5285.714285714285
Mercedes-Benz Classe C Bon occasion,0.04336043360433604,Mercedes,Compact,Diesel,0.15384615384615383,Automatic,0.39724376010301654,2008,2024-02-16,16,0.14482758620689656,4200.0
KIA Rio 5p,0.03319783197831978,KIA,Coupe,Petrol,0.025641025641025633,Manual,0.2164168881339215,2012,2024-02-17,12,0.21835443037974683,6900.0
Fiat 500X Business,0.07723577235772357,Fiat,SUV,Petrol,0.10256410256410256,Automatic,1.0,2018,2024-02-16,6,0.09178082191780822,8375.0
Mercedes-Benz Classe C Avantgarde,0.12059620596205962,Mercedes,Sedan,Petrol,0.10256410256410256,Automatic,0.15226444560124935,2016,2024-02-17,8,0.8905280201493209,12375.0
Ford Ecosport Trend Line,0.07181571815718156,Ford,SUV,Petrol,0.07692307692307693,Manual,0.07805693306665935,2018,2024-02-16,6,1.105263157894737,9000.0
Ford Focus ecoboost,0.05013550135501355,Ford,Coupe,Petrol,0.051282051282051294,Manual,0.10682484451628811,2017,2024-02-17,7,0.6025641025641025,7833.333333333333
Jaguar XE R-sport,0.15853658536585366,Jaguar,Sedan,Petrol,0.20512820512820515,Automatic,0.1301131537850352,2017,2024-02-17,7,1.3368421052631578,10583.333333333334
Renault Megane 4,0.05962059620596206,Renault,Other,Diesel,0.025641025641025633,Manual,0.34244773829419983,2019,2024-02-16,5,0.216,10800.0
Volkswagen Golf 7,0.06504065040650406,Volkswagen,Other,Petrol,0.025641025641025633,Manual,0.20545768377215815,2016,2024-02-24,8,0.38666666666666666,11600.0
Nissan Qashqai,0.08130081300813008,Nissan,SUV,Petrol,0.051282051282051294,Automatic,0.15751116468944357,2017,2024-02-24,7,0.6086956521739131,11666.666666666666
Nissan Qashqai+2,0.05149051490514905,Nissan,SUV,Diesel,0.051282051282051294,Manual,0.273952711033179,201,2024-02-24,1823,0.24,8000.0
Chery Arrizo 5,0.04065040650406504,Chery,Sedan,Petrol,0.07692307692307693,Manual,0.22189649031480316,2018,2024-02-24,6,0.24691358024691357,5714.285714285715
BMW Série 7,0.07452574525745256,BMW,Sedan,Petrol,0.41025641025641024,Manual,0.21915668922436232,2008,2024-02-24,16,0.40625,3250.0
Mercedes-Benz Classe A,0.09620596205962059,Mercedes,City,Petrol,0.051282051282051294,Automatic,0.11504424778761062,2019,2024-02-24,5,0.9642857142857143,13500.0
Nissan Juke,0.07859078590785908,Nissan,SUV,Petrol,0.051282051282051294,Manual,0.16436066741554564,2017,2024-02-24,7,0.5666666666666667,11333.333333333334
Hyundai Grand i10,0.05420054200542005,Hyundai,City,Petrol,0.025641025641025633,Manual,0.0821666347023206,2022,2024-02-24,2,0.8333333333333334,10000.0
Mercedes-Benz Classe A,0.15582655826558267,Mercedes,Sedan,Diesel,0.051282051282051294,Automatic,0.11915394942327187,2020,2024-02-24,4,1.4367816091954022,20833.333333333332
Land Rover Range Rover Evoque,0.18292682926829268,Land Rover,SUV,Diesel,0.10256410256410256,Automatic,0.21915668922436232,2017,2024-02-24,7,0.90625,18125.0
